"","deviance"
"LOC108001623",3473.75663942215
"LOC108001647",5282.44860957612
"LOC108001645",26267.8841968962
"LOC108001644",44643.9444006665
"LOC108001642",36485.6886432281
"LOC114578024",4942.89973162643
"LOC108001641",58733.6135906726
"LOC107999813",85303.5011350536
"LOC133666032",1679.88228168365
"LOC133666038",4121.47753760047
"LOC133666037",13498.9191550588
"LOC133666039",8116.88042034797
"LOC133666034",786.306217806972
"LOC107999821",637.930455679048
"LOC133666028",13789.09908121
"LOC133665990",46641.3171340192
"LOC133665996",29615.624081652
"LOC133666041",4026.86710151307
"LOC107999815",695.886089393912
"LOC107999820",6412.0834329101
"LOC133666036",1355.3959911511
"LOC107999816",4950.30514517835
